Year,Squad,Age,Poss,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G_plus_A,G_minus_PK,PK,PKatt,CrdY,CrdR,PrgC_Progression,PrgP_Progression,Gls_Per_90,Ast_Per_90,G_plus_A_Per_90,G_minus_PK_Per_90,G_plus_A_minus_PK_Per_90,xG_Expected,npxG_Expected,xAG_Expected,npxG_plus_xAG_Expected,xG_Per_90,xAG_Per_90,xG_plus_xAG_Per_90,npxG_Per_90,npxG_plus_xAG_Per_90,Gls_mean,Gls_std,Gls_max,Gls_sum,Ast_mean,Ast_std,Ast_max,Ast_sum,xG_Expected_mean,xG_Expected_std,xG_Expected_max,xG_Expected_sum,xAG_Expected_mean,xAG_Expected_std,xAG_Expected_max,xAG_Expected_sum,market_value_euro_mean,market_value_euro_std,market_value_euro_max,market_value_euro_sum,attack_core_ratio,eng_player_ratio
2024,Crystal Palace,26.7,42.3,38,418,3420,38,56,43,99,52,4,4,73,2,506,1176,1.47,1.13,2.61,1.37,2.5,48.6,45.4,38.7,84.1,1.28,1.02,2.3,1.2,2.21,2.269230769230769,3.9553274686952764,16.0,59.0,1.8076923076923077,2.154422999677283,7.0,47.0,2.1153846153846154,2.9334883408927754,10.9,55.0,1.573076923076923,1.5329860253264393,5.2,40.9,15657692.307692308,15510517.02753775,55000000.0,407100000.0,0.038461538461538464,0.46153846153846156
2024,Everton,27.1,40.8,38,418,3420,38,40,17,57,38,2,3,82,1,495,1129,1.05,0.45,1.5,1.0,1.45,54.0,51.6,38.1,89.8,1.42,1.0,2.43,1.36,2.36,2.0952380952380953,2.3854719010032777,7.0,44.0,1.0476190476190477,1.5644868320376006,6.0,22.0,2.9857142857142858,3.298073030465777,12.9,62.7,2.0714285714285716,2.1040776737427866,8.8,43.5,17333333.333333332,13892743.90944184,50000000.0,364000000.0,0.047619047619047616,0.47619047619047616
2024,Fulham,28.4,50.6,38,418,3420,38,54,40,94,52,2,2,84,4,670,1467,1.42,1.05,2.47,1.37,2.42,50.8,49.2,37.6,86.8,1.34,0.99,2.33,1.3,2.29,2.0952380952380953,2.4678890150240127,9.0,44.0,1.7619047619047619,2.2782616597915593,7.0,37.0,2.1714285714285717,2.340756898343537,8.7,45.6,1.7047619047619047,1.9379051035786534,7.1,35.8,14416666.666666666,9158102.059560886,35000000.0,302750000.0,0.047619047619047616,0.09523809523809523
2024,Liverpool,26.3,61.3,38,418,3420,38,80,60,140,74,6,9,69,5,924,2110,2.11,1.58,3.68,1.95,3.53,87.8,80.4,63.7,144.1,2.31,1.68,3.98,2.12,3.79,3.6363636363636362,4.655211667689845,18.0,80.0,2.590909090909091,2.8893744735642777,10.0,57.0,4.072727272727272,5.638910889286691,21.2,89.6,2.881818181818182,3.04750270340696,11.8,63.4,40990909.09090909,28078154.685854457,100000000.0,901800000.0,0.045454545454545456,0.3181818181818182
2024,Luton Town,26.7,42.4,38,418,3420,38,49,33,82,44,5,5,71,0,675,1113,1.29,0.87,2.16,1.16,2.03,42.4,38.6,29.5,68.2,1.12,0.78,1.89,1.02,1.79,3.0,2.6457513110645907,5.0,9.0,2.3333333333333335,1.5275252316519468,4.0,7.0,2.8333333333333335,2.281081614790083,4.2,8.5,2.966666666666667,0.8082903768654762,3.7,8.9,5666666.666666667,1527525.2316519467,7000000.0,17000000.0,0.6666666666666666,0.3333333333333333
2024,Manchester City,26.6,65.2,38,418,3420,38,94,69,163,85,9,10,53,2,1127,2060,2.47,1.82,4.29,2.24,4.05,80.5,72.9,60.2,133.1,2.12,1.58,3.7,1.92,3.5,4.217391304347826,7.6986216106233805,27.0,97.0,2.6956521739130435,3.8780827339936423,11.0,62.0,3.5,6.957272192722976,29.2,80.5,2.508695652173913,3.639669445964747,11.5,57.7,46695652.17391305,46596366.2088957,180000000.0,1074000000.0,0.08695652173913043,0.4782608695652174
2024,Manchester Utd,26.1,50.6,38,418,3420,38,57,36,93,51,6,7,83,1,759,1479,1.5,0.95,2.45,1.34,2.29,56.4,50.9,40.1,91.0,1.48,1.05,2.54,1.34,2.39,2.3461538461538463,3.321954938795018,10.0,61.0,1.5769230769230769,1.7475257233718058,8.0,41.0,2.4,3.177294446537809,10.0,62.4,1.6961538461538461,2.3912307741798187,11.8,44.1,26223076.923076924,17668894.876416188,50000000.0,681800000.0,0.0,0.38461538461538464
2024,Newcastle Utd,27.2,52.2,38,418,3420,38,83,55,138,75,8,9,79,1,737,1557,2.18,1.45,3.63,1.97,3.42,76.2,69.2,51.4,120.6,2.01,1.35,3.36,1.82,3.17,3.24,4.754646849837186,21.0,81.0,2.2,3.1224989991991996,10.0,55.0,3.056,4.551106092662164,20.3,76.4,2.048,2.389930263975639,8.0,51.2,25463000.0,29352070.057606947,120000000.0,636575000.0,0.04,0.56
2024,Nott'ham Forest,25.7,40.6,38,418,3420,38,49,43,92,48,1,1,82,3,604,1140,1.29,1.13,2.42,1.26,2.39,49.9,49.1,38.0,87.1,1.31,1.0,2.31,1.29,2.29,2.409090909090909,3.514041099430234,14.0,53.0,2.1363636363636362,3.2115187705901413,10.0,47.0,2.5772727272727276,3.4065667422930335,11.9,56.7,1.8454545454545455,2.5276993629116715,8.4,40.6,21795454.545454547,16060643.32675575,55000000.0,479500000.0,0.045454545454545456,0.18181818181818182
2024,Sheffield Utd,25.7,35.8,38,418,3420,38,31,18,49,26,5,5,101,5,343,884,0.82,0.47,1.29,0.68,1.16,38.3,34.4,25.8,60.2,1.01,0.68,1.69,0.91,1.58,0.5714285714285714,1.511857892036909,4.0,4.0,0.14285714285714285,0.37796447300922725,1.0,1.0,1.1714285714285713,1.9922468770329695,5.5,8.2,0.5,1.023067283548187,2.8,3.5,6514285.714285715,4248697.279334993,12000000.0,45600000.0,0.14285714285714285,0.8571428571428571
2024,Tottenham,25.2,61.6,38,418,3420,38,69,58,127,67,2,2,92,4,957,2107,1.82,1.53,3.34,1.76,3.29,68.2,66.7,57.4,124.1,1.79,1.51,3.31,1.75,3.27,2.45,2.981963323576917,11.0,49.0,2.15,3.1668513334889994,10.0,43.0,2.7199999999999998,3.0509015061125786,10.3,54.4,2.05,2.8113491797580603,8.1,41.0,28350000.0,15634896.865665598,50000000.0,567000000.0,0.05,0.2
2024,West Ham,28.3,41.1,38,418,3420,38,58,40,98,54,4,5,82,3,556,1207,1.53,1.05,2.58,1.42,2.47,52.3,48.4,34.8,83.2,1.38,0.92,2.29,1.27,2.19,2.8095238095238093,4.226334672254998,16.0,59.0,2.0952380952380953,2.9309514138716444,7.0,44.0,2.4666666666666663,3.298838179319097,11.6,51.8,1.8238095238095238,2.682145551961109,7.8,38.3,13295238.095238095,12096920.111767136,45000000.0,279200000.0,0.047619047619047616,0.5714285714285714
2024,Wolves,26.6,48.9,38,418,3420,38,47,36,83,43,4,4,102,4,671,1180,1.24,0.95,2.18,1.13,2.08,46.7,43.6,31.8,75.4,1.23,0.84,2.07,1.15,1.98,1.5454545454545454,2.667748698225363,12.0,34.0,1.5,2.595784127791685,9.0,33.0,1.8136363636363635,2.346282866587763,9.5,39.9,1.3409090909090908,1.5420021280045506,5.9,29.5,16922727.272727273,18368604.99195977,60000000.0,372300000.0,0.045454545454545456,0.22727272727272727
