Year,Squad,Comp,Player
2022,Betis,La Liga,Youssouf Sabaly
2022,Betis,La Liga,Rui Silva
2022,Betis,La Liga,Cristian Tello
2022,Bochum,Bundesliga,Christopher Antwi-Adjei
2022,Bochum,Bundesliga,Takuma Asano
2022,Bochum,Bundesliga,Armel Bella Kotchap
2022,Bochum,Bundesliga,Danny Blum
2022,Bochum,Bundesliga,Herbert Bockhorn
2022,Bochum,Bundesliga,Tarsis Bonga
2022,Bochum,Bundesliga,Saulo Decarli
2022,Bochum,Bundesliga,Michael Esser
2022,Bochum,Bundesliga,Cristian Gamboa
2022,Bochum,Bundesliga,Silvère Ganvoula M'Boussy
2022,Bochum,Bundesliga,Luis Hartwig
2022,Bochum,Bundesliga,Gerrit Holtmann
2022,Bochum,Bundesliga,Vassilis Lambropoulos
2022,Bochum,Bundesliga,Maxim Leitsch
2022,Bochum,Bundesliga,Jürgen Locadia
2022,Bochum,Bundesliga,Anthony Losilla
2022,Bochum,Bundesliga,Eduard Löwen
2022,Bochum,Bundesliga,Erhan Mašović
2022,Bochum,Bundesliga,Soma Novothny
2022,Bochum,Bundesliga,Patrick Osterhage
2022,Bochum,Bundesliga,Miloš Pantović
2022,Bochum,Bundesliga,Sebastian Polter
2022,Bochum,Bundesliga,Elvis Rexhbeçaj
2022,Bochum,Bundesliga,Manuel Riemann
2022,Bochum,Bundesliga,Danilo Soares
2022,Bochum,Bundesliga,Kostas Stafylidis
2022,Bochum,Bundesliga,Robert Tesche
2022,Bochum,Bundesliga,Simon Zoller
2022,Bologna,Serie A,Michel Aebischer
2022,Bologna,Serie A,Wisdom Amey
2022,Bologna,Serie A,Ebenezer Annan
2022,Bologna,Serie A,Marko Arnautović
2022,Bologna,Serie A,Nicola Bagnolini
2022,Bologna,Serie A,Francesco Bardi
2022,Bologna,Serie A,Musa Barrow
2022,Bologna,Serie A,Luis Binks
2022,Bologna,Serie A,Kevin Bonifazi
2022,Bologna,Serie A,Lorenzo De Silvestri
2022,Bologna,Serie A,Mitchell Dijks
2022,Bologna,Serie A,Nicolás Domínguez
2022,Bologna,Serie A,Diego Falcinelli
2022,Bologna,Serie A,Aaron Hickey
2022,Bologna,Serie A,Sydney van Hooijdonk
2022,Bologna,Serie A,Denso Kasius
2022,Bologna,Serie A,Ibrahima Mbaye
2022,Bologna,Serie A,Gary Medel
2022,Bologna,Serie A,Kingsley Michael
2022,Bologna,Serie A,Riccardo Orsolini
2022,Bologna,Serie A,Niklas Pyyhtiä
2022,Bologna,Serie A,Antonio Raimondo
2022,Bologna,Serie A,Nicola Sansone
2022,Bologna,Serie A,Federico Santander
2022,Bologna,Serie A,Jerdy Schouten
2022,Bologna,Serie A,Łukasz Skorupski
2022,Bologna,Serie A,Andreas Skov Olsen
2022,Bologna,Serie A,Roberto Soriano
2022,Bologna,Serie A,Adama Soumaoro
2022,Bologna,Serie A,Riccardo Stivanello
2022,Bologna,Serie A,Mattias Svanberg
2022,Bologna,Serie A,Arthur Theate
2022,Bologna,Serie A,Takehiro Tomiyasu
2022,Bologna,Serie A,Kacper Urbanski
2022,Bologna,Serie A,Emanuel Vignato
2022,Bologna,Serie A,Nicolas Viola
2022,Bordeaux,Ligue 1,Yacine Adli
2022,Bordeaux,Ligue 1,Anel Ahmedhodzic
2022,Bordeaux,Ligue 1,Dilane Bakwa
2022,Bordeaux,Ligue 1,Toma Bašić
2022,Bordeaux,Ligue 1,Paul Baysse
2022,Bordeaux,Ligue 1,Loris Benito
2022,Bordeaux,Ligue 1,Jimmy Briand
2022,Bordeaux,Ligue 1,Benoît Costil
2022,Bordeaux,Ligue 1,Javairô Dilrosun
2022,Bordeaux,Ligue 1,Alberth Elis
2022,Bordeaux,Ligue 1,Fransérgio
2022,Bordeaux,Ligue 1,Josuha Guilavogui
2022,Bordeaux,Ligue 1,Danylo Ihnatenko
2022,Bordeaux,Ligue 1,Abdel Jalil Medioub
2022,Bordeaux,Ligue 1,Samuel Kalu
2022,Bordeaux,Ligue 1,Thibault Klidje
2022,Bordeaux,Ligue 1,Laurent Koscielny
2022,Bordeaux,Ligue 1,Enock Kwateng
2022,Bordeaux,Ligue 1,Tom Lacoux
2022,Bordeaux,Ligue 1,Johaneko Louisjean
2022,Bordeaux,Ligue 1,Josh Maja
2022,Bordeaux,Ligue 1,Ricardo Mangas
2022,Bordeaux,Ligue 1,Sekou Mara
2022,Bordeaux,Ligue 1,Marcelo
2022,Bordeaux,Ligue 1,Gideon Mensah
2022,Bordeaux,Ligue 1,Mexer
2022,Bordeaux,Ligue 1,Junior Mwanga
2022,Bordeaux,Ligue 1,M'Baye Niang
2022,Bordeaux,Ligue 1,Jean Onana
2022,Bordeaux,Ligue 1,Otávio
2022,Bordeaux,Ligue 1,Remi Oudin
2022,Bordeaux,Ligue 1,Rubén Pardo
2022,Bordeaux,Ligue 1,Timothee Pembele
2022,Bordeaux,Ligue 1,Gaëtan Poussin
2022,Bordeaux,Ligue 1,Stian Rode Gregersen
2022,Bordeaux,Ligue 1,Issouf Sissokho
2022,Bordeaux,Ligue 1,Amadou Traore
2022,Bordeaux,Ligue 1,Hwang Ui-jo
2022,Bordeaux,Ligue 1,Mehdi Zerkane
2022,Brentford,Premier League,Kristoffer Ajer
2022,Brentford,Premier League,Shandon Baptiste
2022,Brentford,Premier League,Mads Bech Sørensen
2022,Brentford,Premier League,Mads Bidstrup
2022,Brentford,Premier League,Sergi Canós
2022,Brentford,Premier League,Josh Dasilva
2022,Brentford,Premier League,Christian Eriksen
2022,Brentford,Premier League,Álvaro Fernández
2022,Brentford,Premier League,Marcus Forss
2022,Brentford,Premier League,Tariqe Fosu
2022,Brentford,Premier League,Saman Ghoddos
2022,Brentford,Premier League,Charlie Goode
2022,Brentford,Premier League,Rico Henry
2022,Brentford,Premier League,Vitaly Janelt
2022,Brentford,Premier League,Pontus Jansson
2022,Brentford,Premier League,Mathias Jensen
2022,Brentford,Premier League,Mathias Jørgensen
2022,Brentford,Premier League,Jonas Lössl
2022,Brentford,Premier League,Bryan Mbeumo
2022,Brentford,Premier League,Christian Nørgaard
2022,Brentford,Premier League,Frank Onyeka
2022,Brentford,Premier League,Ethan Pinnock
2022,Brentford,Premier League,David Raya
2022,Brentford,Premier League,Mads Roerslev
2022,Brentford,Premier League,Finley Stevens
2022,Brentford,Premier League,Dominic Thompson
2022,Brentford,Premier League,Ivan Toney
2022,Brentford,Premier League,Yoane Wissa
2022,Brentford,Premier League,Nathan Young-Coombes
2022,Brest,Ligue 1,Lucien Agoume
2022,Brest,Ligue 1,Youssouph Badji
2022,Brest,Ligue 1,Dénys Bain
2022,Brest,Ligue 1,Youcef Belaïli
2022,Brest,Ligue 1,Haris Belkebla
2022,Brest,Ligue 1,Marco Bizot
2022,Brest,Ligue 1,Lilian Brassier
2022,Brest,Ligue 1,Irvin Cardona
2022,Brest,Ligue 1,Brendan Chardonnet
2022,Brest,Ligue 1,Romain Del Castillo
2022,Brest,Ligue 1,Jean-Kevin Duverne
2022,Brest,Ligue 1,Romain Faivre
2022,Brest,Ligue 1,Julien Faussurier
2022,Brest,Ligue 1,Christophe Hérelle
2022,Brest,Ligue 1,Franck Honorat
2022,Brest,Ligue 1,Paul Lasne
2022,Brest,Ligue 1,Jérémy Le Douaron
2022,Brest,Ligue 1,Hugo Magnetti
2022,Brest,Ligue 1,Hianga Mananga Mbock
2022,Brest,Ligue 1,Steve Mounié
2022,Brest,Ligue 1,Romain Philippoteaux
2022,Brest,Ligue 1,Ronaël Pierre-Gabriel
2022,Brest,Ligue 1,Rafiki Said Ahamada
2022,Brest,Ligue 1,Martin Satriano
2022,Brest,Ligue 1,Jere Uronen
2022,Brighton,Premier League,Steven Alzate
2022,Brighton,Premier League,Yves Bissouma
2022,Brighton,Premier League,Dan Burn
2022,Brighton,Premier League,Moisés Caicedo
2022,Brighton,Premier League,Aaron Connolly
2022,Brighton,Premier League,Marc Cucurella
2022,Brighton,Premier League,Shane Duffy
2022,Brighton,Premier League,Lewis Dunk
2022,Brighton,Premier League,Evan Ferguson
2022,Brighton,Premier League,Pascal Groß
2022,Brighton,Premier League,Adam Lallana
2022,Brighton,Premier League,Tariq Lamptey
2022,Brighton,Premier League,Jürgen Locadia
2022,Brighton,Premier League,Alexis Mac Allister
2022,Brighton,Premier League,Solly March
2022,Brighton,Premier League,Neal Maupay
2022,Brighton,Premier League,Jakub Moder
2022,Brighton,Premier League,Enock Mwepu
2022,Brighton,Premier League,Taylor Richards
2022,Brighton,Premier League,Robert Sánchez
2022,Brighton,Premier League,Jeremy Sarmiento
2022,Brighton,Premier League,Jason Steele
2022,Brighton,Premier League,Leandro Trossard
2022,Brighton,Premier League,Joël Veltman
2022,Brighton,Premier League,Adam Webster
2022,Brighton,Premier League,Danny Welbeck
2022,Burnley,Premier League,Ashley Barnes
2022,Burnley,Premier League,Jóhann Berg Guðmundsson
2022,Burnley,Premier League,Josh Brownhill
2022,Burnley,Premier League,Nathan Collins
2022,Burnley,Premier League,Jack Cork
2022,Burnley,Premier League,Maxwel Cornet
2022,Burnley,Premier League,Wayne Hennessey
2022,Burnley,Premier League,Aaron Lennon
2022,Burnley,Premier League,Kevin Long
2022,Burnley,Premier League,Matthew Lowton
2022,Burnley,Premier League,Dwight McNeil
2022,Burnley,Premier League,Ben Mee
2022,Burnley,Premier League,Erik Pieters
2022,Burnley,Premier League,Nick Pope
2022,Burnley,Premier League,Connor Roberts
2022,Burnley,Premier League,Jay Rodriguez
2022,Burnley,Premier League,Dale Stephens
2022,Burnley,Premier League,James Tarkowski
2022,Burnley,Premier League,Charlie Taylor
2022,Burnley,Premier League,Matěj Vydra
2022,Burnley,Premier League,Wout Weghorst
2022,Burnley,Premier League,Ashley Westwood
2022,Burnley,Premier League,Chris Wood
2022,Cagliari,Serie A,Giorgio Altare
2022,Cagliari,Serie A,Keita Baldé
2022,Cagliari,Serie A,Daniele Baselli
2022,Cagliari,Serie A,Raoul Bellanova
2022,Cagliari,Serie A,Martín Cáceres
2022,Cagliari,Serie A,Andrea Carboni
2022,Cagliari,Serie A,Luca Ceppitelli
2022,Cagliari,Serie A,Damir Ceter
2022,Cagliari,Serie A,Alessio Cragno
2022,Cagliari,Serie A,Alessandro Deiola
2022,Cagliari,Serie A,Paolo Faragò
2022,Cagliari,Serie A,Diego Farias
2022,Cagliari,Serie A,Luca Gagliano
2022,Cagliari,Serie A,Diego Godín
2022,Cagliari,Serie A,Edoardo Goldaniga
2022,Cagliari,Serie A,Alberto Grassi
2022,Cagliari,Serie A,Dalbert Henrique
2022,Cagliari,Serie A,Christos Kourfalidis
2022,Cagliari,Serie A,Matteo Lovato
2022,Cagliari,Serie A,Charalambos Lykogiannis
2022,Cagliari,Serie A,Răzvan Marin
2022,Cagliari,Serie A,Nahitan Nández
2022,Cagliari,Serie A,Adam Obert
2022,Cagliari,Serie A,Christian Oliva
2022,Cagliari,Serie A,Leonardo Pavoletti
2022,Cagliari,Serie A,João Pedro
2022,Cagliari,Serie A,Gastón Pereiro
2022,Cagliari,Serie A,Boris Radunović
2022,Cagliari,Serie A,Marko Rog
2022,Cagliari,Serie A,Giovanni Simeone
2022,Cagliari,Serie A,Kevin Strootman
2022,Cagliari,Serie A,Sebastian Walukiewicz
2022,Cagliari,Serie A,Gabriele Zappa
2022,Celta Vigo,La Liga,Joseph Aidoo
2022,Celta Vigo,La Liga,Hugo Álvarez
2022,Celta Vigo,La Liga,Néstor Araujo
2022,Celta Vigo,La Liga,Iago Aspas
2022,Celta Vigo,La Liga,Miguel Baeza
2022,Celta Vigo,La Liga,Fran Beltrán
2022,Celta Vigo,La Liga,Franco Cervi
2022,Celta Vigo,La Liga,Matías Dituro
2022,Celta Vigo,La Liga,Carlos Dominguez
2022,Celta Vigo,La Liga,José Fontán
2022,Celta Vigo,La Liga,Javi Galán
2022,Celta Vigo,La Liga,Thiago Galhardo
2022,Celta Vigo,La Liga,Hugo Mallo
2022,Celta Vigo,La Liga,Brais Méndez
2022,Celta Vigo,La Liga,Santi Mina
2022,Celta Vigo,La Liga,Jeison Murillo
2022,Celta Vigo,La Liga,Nolito
2022,Celta Vigo,La Liga,Orbelín Pineda
2022,Celta Vigo,La Liga,Augusto Solari
2022,Celta Vigo,La Liga,Hugo Sotelo
2022,Celta Vigo,La Liga,Denis Suárez
2022,Celta Vigo,La Liga,Renato Tapia
2022,Celta Vigo,La Liga,Kevin Vázquez
2022,Celta Vigo,La Liga,Gabriel Veiga
2022,Celta Vigo,La Liga,Okay Yokuşlu
2022,Chelsea,Premier League,Marcos Alonso
2022,Chelsea,Premier League,Kepa Arrizabalaga
2022,Chelsea,Premier League,César Azpilicueta
2022,Chelsea,Premier League,Ross Barkley
2022,Chelsea,Premier League,Trevoh Chalobah
2022,Chelsea,Premier League,Ben Chilwell
2022,Chelsea,Premier League,Andreas Christensen
2022,Chelsea,Premier League,Kai Havertz
2022,Chelsea,Premier League,Callum Hudson-Odoi
2022,Chelsea,Premier League,Reece James
2022,Chelsea,Premier League,Jorginho
2022,Chelsea,Premier League,N'Golo Kanté
2022,Chelsea,Premier League,Kenedy
2022,Chelsea,Premier League,Mateo Kovačić
2022,Chelsea,Premier League,Ruben Loftus-Cheek
2022,Chelsea,Premier League,Romelu Lukaku
2022,Chelsea,Premier League,Edouard Mendy
2022,Chelsea,Premier League,Mason Mount
2022,Chelsea,Premier League,Saúl Ñíguez
2022,Chelsea,Premier League,Emerson Palmieri
2022,Chelsea,Premier League,Christian Pulisic
2022,Chelsea,Premier League,Antonio Rüdiger
2022,Chelsea,Premier League,Malang Sarr
2022,Chelsea,Premier League,Thiago Silva
2022,Chelsea,Premier League,Timo Werner
2022,Chelsea,Premier League,Hakim Ziyech
2022,Clermont Foot,Ligue 1,Salis Abdul Samed
2022,Clermont Foot,Ligue 1,Josué Albert
2022,Clermont Foot,Ligue 1,Jim Allevinah
2022,Clermont Foot,Ligue 1,Jason Berthomier
2022,Clermont Foot,Ligue 1,Jean-Claude Billong
2022,Clermont Foot,Ligue 1,Oriol Busquets
2022,Clermont Foot,Ligue 1,Lucas Da Cunha
2022,Clermont Foot,Ligue 1,Arthur Desmas
2022,Clermont Foot,Ligue 1,Yadaly Diaby
2022,Clermont Foot,Ligue 1,Ouparine Djoco
2022,Clermont Foot,Ligue 1,Jodel Dossou
2022,Clermont Foot,Ligue 1,Johan Gastien
2022,Clermont Foot,Ligue 1,Pierre-Yves Hamel
2022,Clermont Foot,Ligue 1,Cédric Hountondji
2022,Clermont Foot,Ligue 1,Jonathan Iglesias
2022,Clermont Foot,Ligue 1,Saîf-Eddine Khaoui
2022,Clermont Foot,Ligue 1,Grejohn Kyei
2022,Clermont Foot,Ligue 1,Mohamed Lamine Bayo
2022,Clermont Foot,Ligue 1,Yohann Magnin
2022,Clermont Foot,Ligue 1,Arial Mendy
2022,Clermont Foot,Ligue 1,Vital N'Simba
2022,Clermont Foot,Ligue 1,Florent Ogier
2022,Clermont Foot,Ligue 1,Jérôme Phojo
2022,Clermont Foot,Ligue 1,Elba Rashani
2022,Clermont Foot,Ligue 1,Alidu Seidu
2022,Clermont Foot,Ligue 1,Aboubakar Sidibé
2022,Clermont Foot,Ligue 1,Jordan Tell
2022,Clermont Foot,Ligue 1,Akim Zedadka
2022,Crystal Palace,Premier League,Joachim Andersen
2022,Crystal Palace,Premier League,Jordan Ayew
2022,Crystal Palace,Premier League,Christian Benteke
2022,Crystal Palace,Premier League,Jack Butland
2022,Crystal Palace,Premier League,Nathaniel Clyne
2022,Crystal Palace,Premier League,Odsonne Édouard
2022,Crystal Palace,Premier League,Eberechi Eze
2022,Crystal Palace,Premier League,Nathan Ferguson
2022,Crystal Palace,Premier League,Conor Gallagher
2022,Crystal Palace,Premier League,Vicente Guaita
2022,Crystal Palace,Premier League,Marc Guéhi
2022,Crystal Palace,Premier League,Will Hughes
2022,Crystal Palace,Premier League,Cheikhou Kouyaté
2022,Crystal Palace,Premier League,Jean-Philippe Mateta
2022,Crystal Palace,Premier League,James McArthur
2022,Crystal Palace,Premier League,Luka Milivojević
2022,Crystal Palace,Premier League,Tyrick Mitchell
2022,Crystal Palace,Premier League,Michael Olise
2022,Crystal Palace,Premier League,Jesuran Rak Sakyi
2022,Crystal Palace,Premier League,Jaïro Riedewald
2022,Crystal Palace,Premier League,Jeffrey Schlupp
2022,Crystal Palace,Premier League,James Tomkins
2022,Crystal Palace,Premier League,Joel Ward
2022,Crystal Palace,Premier League,Wilfried Zaha
2022,Cádiz,La Liga,Carlos Akapo
2022,Cádiz,La Liga,Tomás Alarcón
2022,Cádiz,La Liga,Rubén Alcaraz
2022,Cádiz,La Liga,Iván Alejo
2022,Cádiz,La Liga,Florin Andone
2022,Cádiz,La Liga,Santiago Arzamendia
2022,Cádiz,La Liga,Álvaro Bastida
2022,Cádiz,La Liga,Pedro Benito
2022,Cádiz,La Liga,Cala
2022,Cádiz,La Liga,Isaac Carcelen
2022,Cádiz,La Liga,Chapela
2022,Cádiz,La Liga,Víctor Chust
2022,Cádiz,La Liga,Alfonso Espino
2022,Cádiz,La Liga,Fali
2022,Cádiz,La Liga,Álex Fernández
2022,Cádiz,La Liga,Marcos Mauro López Gutiérrez
2022,Cádiz,La Liga,Varazdat Haroyan
2022,Cádiz,La Liga,Luis Hernández
2022,Cádiz,La Liga,Oussama Idrissi
2022,Cádiz,La Liga,Álvaro Jiménez
2022,Cádiz,La Liga,Jens Jønsson
2022,Cádiz,La Liga,Jeremías Ledesma
2022,Cádiz,La Liga,Anthony Lozano
2022,Cádiz,La Liga,José Mari
2022,Cádiz,La Liga,Martín
2022,Cádiz,La Liga,Álvaro Negredo
2022,Cádiz,La Liga,Milutin Osmajić
2022,Cádiz,La Liga,Raúl Parra
2022,Cádiz,La Liga,Alberto Perea
2022,Cádiz,La Liga,Lucas Pérez
2022,Cádiz,La Liga,Salvi
2022,Cádiz,La Liga,Fede San Emeterio
2022,Cádiz,La Liga,Rubén Sobrino
2022,Dortmund,Bundesliga,Manuel Akanji
2022,Dortmund,Bundesliga,Jude Bellingham
2022,Dortmund,Bundesliga,Julian Brandt
2022,Dortmund,Bundesliga,Roman Bürki
2022,Dortmund,Bundesliga,Jamie Bynoe-Gittens
2022,Dortmund,Bundesliga,Emre Can
2022,Dortmund,Bundesliga,Mahmoud Dahoud
2022,Dortmund,Bundesliga,Thomas Delaney
2022,Dortmund,Bundesliga,Raphaël Guerreiro
2022,Dortmund,Bundesliga,Erling Haaland
2022,Dortmund,Bundesliga,Thorgan Hazard
2022,Dortmund,Bundesliga,Marwin Hitz
2022,Dortmund,Bundesliga,Mats Hummels
2022,Dortmund,Bundesliga,Ansgar Knauff
2022,Dortmund,Bundesliga,Gregor Kobel
2022,Dortmund,Bundesliga,Donyell Malen
2022,Dortmund,Bundesliga,Lennard Maloney
2022,Dortmund,Bundesliga,Thomas Meunier
2022,Dortmund,Bundesliga,Youssoufa Moukoko
2022,Dortmund,Bundesliga,Antonios Papadopoulos
2022,Dortmund,Bundesliga,Felix Passlack
2022,Dortmund,Bundesliga,Immanuel Pherai
2022,Dortmund,Bundesliga,Marin Pongračić
2022,Dortmund,Bundesliga,Reinier
2022,Dortmund,Bundesliga,Marco Reus
2022,Dortmund,Bundesliga,Gio Reyna
2022,Dortmund,Bundesliga,Tom Rothe
2022,Dortmund,Bundesliga,Nico Schulz
2022,Dortmund,Bundesliga,Lion Semić
2022,Dortmund,Bundesliga,Steffen Tigges
2022,Dortmund,Bundesliga,Axel Witsel
2022,Dortmund,Bundesliga,Marius Wolf
2022,Dortmund,Bundesliga,Dan-Axel Zagadou
2022,Eint Frankfurt,Bundesliga,Ragnar Ache
2022,Eint Frankfurt,Bundesliga,Aymen Barkok
2022,Eint Frankfurt,Bundesliga,Rafael Borré
2022,Eint Frankfurt,Bundesliga,Timothy Chandler
2022,Eint Frankfurt,Bundesliga,Danny da Costa
2022,Eint Frankfurt,Bundesliga,Erik Durm
2022,Eint Frankfurt,Bundesliga,Jens Grahl
2022,Eint Frankfurt,Bundesliga,Makoto Hasebe
2022,Eint Frankfurt,Bundesliga,Martin Hinteregger
2022,Eint Frankfurt,Bundesliga,Ajdin Hrustic
2022,Eint Frankfurt,Bundesliga,Stefan Ilsanker
2022,Eint Frankfurt,Bundesliga,Kristijan Jakić
2022,Eint Frankfurt,Bundesliga,Daichi Kamada
2022,Eint Frankfurt,Bundesliga,Ansgar Knauff
2022,Eint Frankfurt,Bundesliga,Filip Kostić
2022,Eint Frankfurt,Bundesliga,Sam Lammers
2022,Eint Frankfurt,Bundesliga,Christopher Lenz
2022,Eint Frankfurt,Bundesliga,Jesper Lindstrøm
2022,Eint Frankfurt,Bundesliga,Obite N'Dicka
2022,Eint Frankfurt,Bundesliga,Gonçalo Paciência
2022,Eint Frankfurt,Bundesliga,Jens Petter Hauge
2022,Eint Frankfurt,Bundesliga,Diant Ramaj
2022,Eint Frankfurt,Bundesliga,Sebastian Rode
2022,Eint Frankfurt,Bundesliga,Djibril Sow
2022,Eint Frankfurt,Bundesliga,Almamy Touré
2022,Eint Frankfurt,Bundesliga,Kevin Trapp
2022,Eint Frankfurt,Bundesliga,Tuta
2022,Elche,La Liga,Édgar Badía
2022,Elche,La Liga,Antonio Barragán
2022,Elche,La Liga,Darío Benedetto
2022,Elche,La Liga,Pedro Bigas
2022,Elche,La Liga,Lucas Boyé
2022,Elche,La Liga,Guido Carrillo
2022,Elche,La Liga,Kiko Casilla
2022,Elche,La Liga,John Donald
2022,Elche,La Liga,Fidel
2022,Elche,La Liga,Diego González
2022,Elche,La Liga,Gerard Gumbau
2022,Elche,La Liga,Raúl Guti
2022,Elche,La Liga,Josan
2022,Elche,La Liga,Josema
2022,Elche,La Liga,Iván Marcone
2022,Elche,La Liga,Omar Mascarell
2022,Elche,La Liga,Pere Milla
2022,Elche,La Liga,Johan Mojica
2022,Elche,La Liga,Tete Morente
2022,Elche,La Liga,Lucas Olaza
2022,Elche,La Liga,Helibelton Palacios
2022,Elche,La Liga,Javier Pastore
2022,Elche,La Liga,Kike Pérez
2022,Elche,La Liga,Lucas Pérez
2022,Elche,La Liga,Pablo Piatti
2022,Elche,La Liga,Ezequiel Ponce
2022,Elche,La Liga,Enzo Roco
2022,Elche,La Liga,Gonzalo Verdú
2022,Empoli,Serie A,Kristjan Asllani
2022,Empoli,Serie A,Nedim Bajrami
2022,Empoli,Serie A,Tommaso Baldanzi
2022,Empoli,Serie A,Filippo Bandinelli
2022,Empoli,Serie A,Marco Benassi
2022,Empoli,Serie A,Liberato Cacace
2022,Empoli,Serie A,Giovanni Crociata
2022,Empoli,Serie A,Patrick Cutrone
2022,Empoli,Serie A,Federico Di Francesco
2022,Empoli,Serie A,Riccardo Fiamozzi
2022,Empoli,Serie A,Nicolas Haas
2022,Empoli,Serie A,Liam Henderson
2022,Empoli,Serie A,Ardian Ismajli
2022,Empoli,Serie A,Andrea La Mantia
2022,Empoli,Serie A,Sebastiano Luperto
2022,Empoli,Serie A,Leonardo Mancuso
2022,Empoli,Serie A,Riccardo Marchizza
2022,Empoli,Serie A,Fabiano Parisi
2022,Empoli,Serie A,Andrea Pinamonti
2022,Empoli,Serie A,Samuele Ricci
2022,Empoli,Serie A,Simone Romagnoli
2022,Empoli,Serie A,Petar Stojanović
2022,Empoli,Serie A,Leo Štulac
2022,Empoli,Serie A,Lorenzo Tonelli
2022,Empoli,Serie A,Valerio Verre
2022,Empoli,Serie A,Guglielmo Vicario
2022,Empoli,Serie A,Mattia Viti
2022,Empoli,Serie A,Szymon Żurkowski
2022,Espanyol,La Liga,Keidi Bare
2022,Espanyol,La Liga,Leandro Cabrera
2022,Espanyol,La Liga,Fernando Calero
2022,Espanyol,La Liga,Sergi Darder
2022,Espanyol,La Liga,Landry Dimata
2022,Espanyol,La Liga,Adri Embarba
2022,Espanyol,La Liga,Joan García
2022,Espanyol,La Liga,Óscar Gil
2022,Espanyol,La Liga,Sergi Gómez
2022,Espanyol,La Liga,Gori
2022,Espanyol,La Liga,Yangel Herrera
2022,Espanyol,La Liga,Jofre
2022,Espanyol,La Liga,Miguel Juan Llambrich
2022,Espanyol,La Liga,Luca Koleosho
2022,Espanyol,La Liga,Wu Lei
2022,Espanyol,La Liga,David López
2022,Espanyol,La Liga,Diego López
2022,Espanyol,La Liga,Óscar Melendo
2022,Espanyol,La Liga,Fran Mérida
2022,Espanyol,La Liga,Manu Morlanes
2022,Espanyol,La Liga,Loren Morón
2022,Espanyol,La Liga,Oier Olazábal
2022,Espanyol,La Liga,Pedrosa
2022,Espanyol,La Liga,Victor Perea
2022,Espanyol,La Liga,Javi Puado
2022,Espanyol,La Liga,Lluís Recasens
2022,Espanyol,La Liga,Nico Ribaudo
2022,Espanyol,La Liga,Rubén
2022,Espanyol,La Liga,Raúl de Tomás
2022,Espanyol,La Liga,Álvaro Vadillo
2022,Espanyol,La Liga,Aleix Vidal
2022,Espanyol,La Liga,Dídac Vilà
2022,Espanyol,La Liga,Tonny Vilhena
2022,Espanyol,La Liga,Daniel Villahermosa
2022,Everton,Premier League,Allan
2022,Everton,Premier League,Dele Alli
2022,Everton,Premier League,Donny van de Beek
2022,Everton,Premier League,Asmir Begović
2022,Everton,Premier League,Jarrad Branthwaite
2022,Everton,Premier League,Dominic Calvert-Lewin
2022,Everton,Premier League,Séamus Coleman
2022,Everton,Premier League,Tom Davies
2022,Everton,Premier League,Fabian Delph
2022,Everton,Premier League,Lucas Digne
2022,Everton,Premier League,Lewis Dobbin
2022,Everton,Premier League,Abdoulaye Doucouré
2022,Everton,Premier League,Jean-Philippe Gbamin
2022,Everton,Premier League,Anwar El Ghazi
2022,Everton,Premier League,Ben Godfrey
2022,Everton,Premier League,André Gomes
2022,Everton,Premier League,Anthony Gordon
2022,Everton,Premier League,Demarai Gray
2022,Everton,Premier League,Mason Holgate
2022,Everton,Premier League,Alex Iwobi
2022,Everton,Premier League,Moise Kean
2022,Everton,Premier League,Michael Keane
2022,Everton,Premier League,Jonjoe Kenny
2022,Everton,Premier League,Yerry Mina
2022,Everton,Premier League,Vitaliy Mykolenko
2022,Everton,Premier League,Tyler Onyango
2022,Everton,Premier League,Jordan Pickford
2022,Everton,Premier League,Isaac Price
2022,Everton,Premier League,Richarlison
2022,Everton,Premier League,Salomón Rondón
2022,Everton,Premier League,Ellis Simms
2022,Everton,Premier League,Cenk Tosun
2022,Everton,Premier League,Andros Townsend
2022,Fiorentina,Serie A,Sofyan Amrabat
2022,Fiorentina,Serie A,Arthur
2022,Fiorentina,Serie A,Marco Benassi
2022,Fiorentina,Serie A,Cristiano Biraghi
2022,Fiorentina,Serie A,Giacomo Bonaventura
2022,Fiorentina,Serie A,José Callejón
2022,Fiorentina,Serie A,Gaetano Castrovilli
2022,Fiorentina,Serie A,Filippo Distefano
2022,Fiorentina,Serie A,Bartłomiej Drągowski
2022,Fiorentina,Serie A,Alfred Duncan
2022,Fiorentina,Serie A,Nicolás González
2022,Fiorentina,Serie A,Igor
2022,Fiorentina,Serie A,Jonathan Ikone
2022,Fiorentina,Serie A,Aleksandr Kokorin
2022,Fiorentina,Serie A,Youssef Maleh
2022,Fiorentina,Serie A,Lucas Martínez Quarta
2022,Fiorentina,Serie A,Nikola Milenković
2022,Fiorentina,Serie A,Matija Nastasić
2022,Fiorentina,Serie A,Álvaro Odriozola
2022,Fiorentina,Serie A,Krzysztof Piątek
2022,Fiorentina,Serie A,Erick Pulgar
2022,Fiorentina,Serie A,Riccardo Saponara
2022,Fiorentina,Serie A,Riccardo Sottil
2022,Fiorentina,Serie A,Pietro Terracciano
2022,Fiorentina,Serie A,Aleksa Terzić
2022,Fiorentina,Serie A,Lucas Torreira
2022,Fiorentina,Serie A,Lorenzo Venuti
